Station ID,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,city,activity_status
EVS02263,AC Level 2,0.24,6:00-22:00,5.99,62,Ionity,22,"Type 2, CCS",2014,Yes,3.5,6,Quarterly,Los Angeles,high
EVS02326,DC Fast Charger,0.19,9:00-18:00,9.52,25,ChargePoint,50,Type 2,2014,Yes,4.5,8,Annually,Dubai,low
EVS02416,DC Fast Charger,0.42,9:00-18:00,16.92,67,ChargePoint,150,Tesla,2019,Yes,3.2,1,Monthly,Mexico City,high
EVS02488,DC Fast Charger,0.21,24/7,1.81,100,Ionity,150,"CHAdeMO, Tesla",2010,No,3.6,4,Quarterly,Chicago,high
EVS02684,DC Fast Charger,0.18,24/7,19.85,40,Tesla,150,Tesla,2022,Yes,4.8,5,Annually,Berlin,low
EVS03166,DC Fast Charger,0.21,24/7,1.82,22,Tesla,150,"CCS, Tesla",2023,No,4.4,6,Annually,Berlin,low
EVS03735,DC Fast Charger,0.29,9:00-18:00,16.99,23,Tesla,150,"Tesla, CCS",2014,Yes,3.2,4,Annually,Mexico City,low
EVS03843,DC Fast Charger,0.41,6:00-22:00,17.37,62,ChargePoint,150,"CCS, CHAdeMO",2020,No,3.3,7,Monthly,Chicago,high
EVS04006,AC Level 2,0.37,6:00-22:00,12.99,18,Tesla,350,Type 2,2018,No,3.9,4,Monthly,Mumbai,low
EVS04449,DC Fast Charger,0.27,6:00-22:00,2.58,64,Greenlots,22,Tesla,2019,Yes,3.7,2,Annually,Los Angeles,high
EVS04496,AC Level 1,0.13,9:00-18:00,1.3,26,Tesla,50,"CCS, Type 2",2012,Yes,5.0,4,Monthly,San Francisco,low
EVS04847,AC Level 2,0.39,6:00-22:00,7.86,45,Greenlots,50,CCS,2014,Yes,3.5,2,Annually,Los Angeles,low
EVS04894,DC Fast Charger,0.47,6:00-22:00,13.35,14,Ionity,22,Tesla,2020,Yes,3.7,4,Annually,Sydney,low
EVS00410,AC Level 1,0.29,24/7,16.4,50,ChargePoint,150,"CHAdeMO, CCS",2010,Yes,4.3,2,Annually,Sydney,high
EVS00475,AC Level 2,0.23,24/7,18.97,93,Tesla,50,"CHAdeMO, CCS",2023,No,4.9,10,Monthly,Chicago,high
EVS00497,DC Fast Charger,0.49,24/7,10.95,20,ChargePoint,150,"CHAdeMO, CCS",2022,Yes,5.0,10,Quarterly,Sydney,low
EVS01330,AC Level 1,0.46,9:00-18:00,19.92,16,Tesla,22,"CCS, CHAdeMO",2011,Yes,3.6,3,Annually,San Francisco,low
EVS01492,AC Level 1,0.17,9:00-18:00,10.02,66,Greenlots,50,"Tesla, CHAdeMO",2015,No,4.8,8,Monthly,Beijing,high
EVS01620,AC Level 2,0.27,6:00-22:00,5.73,18,Ionity,22,"Type 2, CCS",2012,No,4.0,1,Quarterly,San Francisco,low
EVS01850,DC Fast Charger,0.35,6:00-22:00,1.29,63,EVgo,150,CCS,2010,Yes,3.6,2,Quarterly,Berlin,high
EVS01887,AC Level 1,0.19,9:00-18:00,8.59,20,EVgo,350,"Tesla, CHAdeMO",2017,No,4.1,2,Quarterly,Mexico City,low
EVS01994,AC Level 2,0.34,24/7,4.21,83,EVgo,150,"CHAdeMO, CCS",2013,No,4.6,6,Annually,Bangkok,high
EVS02128,AC Level 2,0.13,24/7,18.62,40,EVgo,350,"Type 2, CCS",2023,No,4.0,3,Monthly,Seoul,low
EVS02479,DC Fast Charger,0.39,9:00-18:00,17.86,21,Ionity,150,Type 2,2023,Yes,4.1,5,Quarterly,Dubai,low
EVS03028,AC Level 2,0.36,24/7,9.74,80,Ionity,150,Tesla,2012,No,3.6,4,Monthly,Toronto,high
EVS03106,DC Fast Charger,0.26,6:00-22:00,12.59,25,Greenlots,150,Tesla,2019,Yes,3.5,10,Annually,Cape Town,low
EVS03184,DC Fast Charger,0.45,6:00-22:00,2.82,43,Tesla,150,"CCS, Type 2",2022,Yes,4.5,10,Annually,Dubai,low
EVS03272,DC Fast Charger,0.15,6:00-22:00,6.5,87,ChargePoint,50,"CHAdeMO, Tesla",2011,No,4.4,6,Monthly,Mumbai,high
EVS03659,AC Level 2,0.38,6:00-22:00,18.65,38,ChargePoint,150,Tesla,2021,Yes,3.8,4,Annually,Dubai,low
EVS04047,AC Level 2,0.45,24/7,6.69,80,Ionity,150,"Tesla, CCS",2014,No,4.9,6,Annually,Sydney,high
EVS04124,DC Fast Charger,0.12,24/7,13.13,83,EVgo,150,Type 2,2019,Yes,3.9,10,Monthly,Mexico City,high
EVS04942,DC Fast Charger,0.2,9:00-18:00,7.19,60,Ionity,150,"CHAdeMO, Type 2",2012,Yes,4.6,5,Monthly,San Francisco,high
EVS00425,DC Fast Charger,0.42,6:00-22:00,8.91,45,EVgo,50,CHAdeMO,2013,No,4.8,7,Annually,Chicago,low
EVS00516,DC Fast Charger,0.19,24/7,5.46,88,ChargePoint,150,Tesla,2019,No,3.1,6,Monthly,Beijing,high
EVS00574,AC Level 2,0.37,9:00-18:00,10.04,55,EVgo,150,"Type 2, CCS",2016,Yes,4.6,7,Annually,Moscow,high
EVS00636,AC Level 1,0.38,6:00-22:00,18.43,18,EVgo,50,"CHAdeMO, CCS",2018,No,3.6,1,Annually,Seoul,low
EVS00645,AC Level 2,0.41,6:00-22:00,2.88,52,Greenlots,350,Type 2,2014,No,3.2,8,Annually,San Francisco,high
EVS00813,DC Fast Charger,0.37,24/7,18.81,10,Ionity,50,"CHAdeMO, Tesla",2013,Yes,3.2,9,Quarterly,Seoul,low
EVS00854,AC Level 2,0.16,6:00-22:00,3.84,37,ChargePoint,350,"CHAdeMO, CCS",2010,Yes,3.4,4,Annually,Dubai,low
EVS01007,DC Fast Charger,0.15,9:00-18:00,16.01,89,Greenlots,22,"Type 2, CHAdeMO",2018,Yes,3.8,7,Quarterly,Dubai,high
EVS01292,AC Level 2,0.41,9:00-18:00,11.31,14,ChargePoint,350,"CCS, CHAdeMO",2014,Yes,3.8,2,Monthly,Mexico City,low
EVS01527,AC Level 2,0.1,6:00-22:00,3.29,61,EVgo,350,"CHAdeMO, Type 2",2012,No,3.6,10,Annually,Mexico City,high
EVS02229,AC Level 1,0.47,9:00-18:00,6.42,93,Tesla,350,Type 2,2012,Yes,3.9,1,Annually,Seoul,high
EVS02370,DC Fast Charger,0.4,24/7,9.55,97,Greenlots,22,CCS,2021,No,4.8,4,Monthly,Moscow,high
EVS02688,AC Level 1,0.47,6:00-22:00,16.98,25,Tesla,350,CHAdeMO,2019,Yes,5.0,2,Quarterly,Dubai,low
EVS02902,AC Level 1,0.24,6:00-22:00,15.52,98,Ionity,150,CHAdeMO,2011,No,4.4,7,Quarterly,Mumbai,high
EVS03300,DC Fast Charger,0.35,24/7,16.57,11,Greenlots,22,"Type 2, Tesla",2012,No,3.6,1,Quarterly,Dubai,low
EVS03455,DC Fast Charger,0.28,9:00-18:00,19.59,10,Greenlots,150,"CHAdeMO, Tesla",2018,No,3.7,8,Quarterly,Mexico City,low
EVS03472,DC Fast Charger,0.16,9:00-18:00,15.99,68,Tesla,22,"Tesla, CCS",2011,Yes,4.8,1,Monthly,Beijing,high
EVS03558,DC Fast Charger,0.47,9:00-18:00,6.78,93,Greenlots,50,Type 2,2021,Yes,3.7,2,Quarterly,Bangkok,high
EVS03809,DC Fast Charger,0.4,9:00-18:00,1.47,30,Greenlots,150,Tesla,2015,No,3.3,4,Quarterly,Mexico City,low
EVS03846,DC Fast Charger,0.18,9:00-18:00,1.47,59,Tesla,350,Type 2,2014,No,3.9,4,Monthly,Cape Town,high
EVS04337,AC Level 1,0.46,9:00-18:00,15.61,46,ChargePoint,150,"Type 2, CHAdeMO",2018,No,3.1,6,Annually,Bangkok,low
EVS04448,AC Level 2,0.12,24/7,16.35,32,Greenlots,150,CHAdeMO,2017,No,4.7,1,Quarterly,Berlin,low
EVS04700,AC Level 2,0.45,6:00-22:00,6.67,30,EVgo,350,"Type 2, CHAdeMO",2014,No,3.6,1,Annually,Dubai,low
EVS04724,AC Level 1,0.13,6:00-22:00,1.23,73,Ionity,50,Type 2,2011,No,3.8,6,Quarterly,São Paulo,high
EVS04749,DC Fast Charger,0.2,24/7,0.51,21,Tesla,22,CCS,2014,Yes,3.3,3,Quarterly,Chicago,low
EVS04994,DC Fast Charger,0.39,24/7,6.34,28,ChargePoint,350,Tesla,2017,No,3.7,5,Quarterly,Bangkok,low
EVS00387,AC Level 2,0.26,24/7,14.48,28,Tesla,50,Tesla,2016,Yes,4.3,9,Annually,Dubai,low
EVS00628,AC Level 2,0.43,9:00-18:00,8.74,18,Tesla,22,"Tesla, CCS",2017,Yes,3.1,7,Quarterly,São Paulo,low
EVS01058,AC Level 1,0.18,24/7,8.78,51,Ionity,350,Type 2,2015,No,3.3,7,Annually,Berlin,high
EVS01258,AC Level 1,0.14,9:00-18:00,13.41,85,EVgo,150,Tesla,2022,No,4.2,6,Annually,São Paulo,high
EVS01275,AC Level 2,0.37,6:00-22:00,18.72,51,Greenlots,22,Tesla,2016,No,4.4,10,Quarterly,Mexico City,high
EVS01296,DC Fast Charger,0.34,9:00-18:00,20.0,11,Tesla,150,"Tesla, CCS",2015,Yes,4.7,1,Monthly,Beijing,low
EVS01913,AC Level 2,0.42,6:00-22:00,1.25,90,EVgo,350,"Type 2, Tesla",2023,Yes,4.9,8,Annually,Sydney,high
EVS02483,DC Fast Charger,0.45,6:00-22:00,10.97,81,Ionity,50,CHAdeMO,2018,No,4.3,4,Monthly,Beijing,high
EVS02494,AC Level 1,0.22,6:00-22:00,4.36,83,Ionity,350,"Type 2, CCS",2022,Yes,4.4,1,Quarterly,Toronto,high
EVS03210,AC Level 1,0.23,9:00-18:00,4.82,37,Greenlots,22,"Tesla, CHAdeMO",2010,Yes,3.1,6,Quarterly,Mexico City,low
EVS03507,DC Fast Charger,0.29,6:00-22:00,6.22,86,ChargePoint,350,Tesla,2019,Yes,4.4,6,Annually,Moscow,high
EVS03649,AC Level 2,0.18,6:00-22:00,13.44,63,ChargePoint,22,"Tesla, Type 2",2023,Yes,3.6,7,Annually,San Francisco,high
EVS03698,AC Level 2,0.19,6:00-22:00,18.64,87,Greenlots,22,"Type 2, Tesla",2011,No,3.9,1,Quarterly,Dubai,high
EVS03796,AC Level 1,0.26,24/7,1.09,10,Ionity,22,"CHAdeMO, Type 2",2020,No,4.4,3,Monthly,Moscow,low
EVS04100,DC Fast Charger,0.41,6:00-22:00,5.21,33,ChargePoint,350,"Type 2, CCS",2019,Yes,3.4,7,Quarterly,San Francisco,low
EVS04200,AC Level 1,0.17,6:00-22:00,8.91,29,Tesla,150,Type 2,2017,Yes,3.6,10,Monthly,Moscow,low
EVS04643,DC Fast Charger,0.28,9:00-18:00,12.58,64,Tesla,22,"Tesla, CHAdeMO",2018,No,3.6,4,Quarterly,Berlin,high
EVS00040,AC Level 2,0.41,24/7,14.62,15,Tesla,50,"CHAdeMO, Tesla",2012,No,4.9,1,Annually,Cape Town,low
EVS00245,AC Level 2,0.13,6:00-22:00,7.96,17,ChargePoint,150,Tesla,2020,Yes,4.9,3,Annually,San Francisco,low
EVS00518,DC Fast Charger,0.22,6:00-22:00,18.29,69,ChargePoint,22,CCS,2019,Yes,4.4,5,Annually,Sydney,high
EVS00568,AC Level 2,0.26,9:00-18:00,14.56,45,Ionity,22,CHAdeMO,2018,No,3.4,3,Annually,Mexico City,low
EVS00667,AC Level 1,0.28,6:00-22:00,14.51,70,Ionity,150,"Tesla, CHAdeMO",2021,Yes,3.2,2,Monthly,Sydney,high
EVS00736,AC Level 1,0.29,9:00-18:00,16.58,89,Tesla,350,Tesla,2020,Yes,3.6,2,Monthly,Berlin,high
EVS01244,AC Level 1,0.13,6:00-22:00,14.29,14,ChargePoint,150,CCS,2019,No,3.7,8,Monthly,Toronto,low
EVS01413,AC Level 2,0.33,24/7,3.29,86,Tesla,150,CHAdeMO,2021,No,4.0,9,Quarterly,Bangkok,high
EVS01590,AC Level 2,0.34,24/7,14.53,13,Ionity,350,"Tesla, CCS",2022,Yes,3.7,1,Annually,Bangkok,low
EVS01695,AC Level 1,0.12,24/7,5.84,99,Ionity,50,CHAdeMO,2012,Yes,3.8,1,Quarterly,Chicago,high
EVS01834,AC Level 1,0.2,6:00-22:00,3.9,69,Greenlots,22,Tesla,2020,No,4.6,5,Monthly,Seoul,high
EVS01868,AC Level 1,0.16,9:00-18:00,8.57,35,Greenlots,50,CHAdeMO,2013,Yes,4.0,4,Monthly,Dubai,low
EVS01875,DC Fast Charger,0.47,24/7,6.54,52,Ionity,150,"Type 2, CCS",2013,No,3.0,7,Monthly,Sydney,high
EVS02137,AC Level 2,0.33,24/7,10.32,24,Greenlots,150,"Type 2, Tesla",2011,Yes,3.6,6,Quarterly,Chicago,low
EVS02209,DC Fast Charger,0.16,6:00-22:00,11.66,83,ChargePoint,22,"Tesla, CCS",2013,No,3.3,2,Quarterly,Chicago,high
EVS02258,AC Level 1,0.3,24/7,15.18,28,Tesla,22,"Tesla, CCS",2011,Yes,3.3,9,Monthly,Seoul,low
EVS02375,DC Fast Charger,0.15,9:00-18:00,19.16,99,Tesla,50,Type 2,2014,No,4.1,4,Annually,Cape Town,high
EVS02980,AC Level 2,0.16,24/7,11.55,50,Ionity,50,CCS,2010,Yes,5.0,10,Monthly,Berlin,high
EVS03009,AC Level 2,0.48,24/7,8.08,20,Greenlots,50,Tesla,2010,No,4.2,10,Monthly,Berlin,low
EVS03160,AC Level 2,0.38,24/7,19.14,17,Ionity,50,"Type 2, Tesla",2014,Yes,4.5,6,Monthly,São Paulo,low
EVS03405,DC Fast Charger,0.38,24/7,4.86,22,Greenlots,150,"CHAdeMO, Tesla",2016,No,4.5,2,Monthly,Dubai,low
EVS03749,DC Fast Charger,0.22,24/7,17.51,65,Greenlots,350,"CCS, Tesla",2014,No,3.3,10,Annually,São Paulo,high
EVS04069,AC Level 2,0.3,6:00-22:00,4.84,88,ChargePoint,150,CHAdeMO,2020,No,4.9,10,Monthly,Cape Town,high
EVS04158,DC Fast Charger,0.21,6:00-22:00,10.84,75,Greenlots,150,"CCS, Type 2",2018,No,3.9,5,Monthly,Toronto,high
EVS04209,DC Fast Charger,0.44,6:00-22:00,16.34,68,Greenlots,350,Type 2,2014,Yes,3.3,2,Monthly,Bangkok,high
EVS04254,DC Fast Charger,0.28,24/7,3.86,97,Greenlots,150,"Type 2, Tesla",2020,No,3.6,7,Annually,Berlin,high
EVS04919,AC Level 2,0.48,24/7,19.2,37,EVgo,150,Type 2,2020,No,3.2,1,Monthly,Toronto,low
EVS00809,DC Fast Charger,0.44,6:00-22:00,3.5,68,Ionity,350,Tesla,2018,No,3.7,4,Quarterly,Bangkok,high
EVS01022,DC Fast Charger,0.32,6:00-22:00,5.42,61,ChargePoint,22,"CCS, Tesla",2015,Yes,4.6,9,Quarterly,Berlin,high
EVS01515,AC Level 2,0.18,6:00-22:00,1.93,24,Tesla,150,Tesla,2017,Yes,3.1,10,Quarterly,Bangkok,low
EVS01564,AC Level 1,0.24,9:00-18:00,1.54,98,Tesla,150,Type 2,2015,Yes,5.0,3,Quarterly,Sydney,high
EVS01734,AC Level 1,0.24,24/7,12.27,27,Ionity,350,"CCS, CHAdeMO",2010,No,4.5,3,Quarterly,Bangkok,low
EVS02140,AC Level 2,0.38,6:00-22:00,7.73,51,EVgo,350,"CCS, Tesla",2012,No,4.0,6,Monthly,Bangkok,high
EVS02442,AC Level 2,0.49,6:00-22:00,11.63,64,EVgo,50,"CHAdeMO, Type 2",2017,No,3.4,10,Quarterly,Toronto,high
EVS02446,AC Level 2,0.45,6:00-22:00,14.21,40,Tesla,150,CCS,2014,No,3.6,8,Monthly,Beijing,low
EVS02574,AC Level 2,0.37,24/7,15.83,97,EVgo,150,"Tesla, Type 2",2016,No,3.8,5,Quarterly,Mexico City,high
EVS03247,AC Level 1,0.3,6:00-22:00,12.32,48,EVgo,150,"Tesla, CHAdeMO",2022,Yes,4.4,4,Monthly,Moscow,low
EVS03273,DC Fast Charger,0.25,24/7,19.55,33,ChargePoint,22,CCS,2017,Yes,4.7,6,Quarterly,Dubai,low
EVS03355,AC Level 2,0.46,24/7,16.27,60,EVgo,350,CCS,2019,Yes,3.4,2,Monthly,Seoul,high
EVS03605,DC Fast Charger,0.47,24/7,3.79,58,ChargePoint,150,Tesla,2012,Yes,3.6,10,Quarterly,Toronto,high
EVS03865,DC Fast Charger,0.33,9:00-18:00,5.68,14,Greenlots,22,Tesla,2019,Yes,3.4,2,Annually,Los Angeles,low
EVS03963,AC Level 1,0.13,6:00-22:00,19.84,45,Tesla,350,"Tesla, Type 2",2014,No,4.0,4,Quarterly,Toronto,low
EVS04203,AC Level 1,0.43,9:00-18:00,2.39,66,Greenlots,22,Type 2,2017,No,3.0,2,Quarterly,Mumbai,high
EVS04599,AC Level 1,0.17,6:00-22:00,12.96,89,EVgo,350,CHAdeMO,2011,Yes,3.2,2,Monthly,Bangkok,high
EVS04650,DC Fast Charger,0.11,6:00-22:00,13.81,18,Tesla,50,CHAdeMO,2010,No,3.9,1,Annually,Los Angeles,low
EVS04802,DC Fast Charger,0.22,9:00-18:00,16.0,56,EVgo,22,CCS,2011,Yes,5.0,2,Monthly,Dubai,high
EVS00469,DC Fast Charger,0.38,24/7,7.59,66,ChargePoint,22,"Type 2, Tesla",2015,No,4.4,6,Annually,Berlin,high
EVS00977,DC Fast Charger,0.27,24/7,10.75,95,Greenlots,150,Type 2,2012,Yes,4.0,7,Annually,Los Angeles,high
EVS00987,DC Fast Charger,0.24,9:00-18:00,12.72,98,Greenlots,22,CHAdeMO,2018,No,4.0,2,Quarterly,Chicago,high
EVS01287,DC Fast Charger,0.24,9:00-18:00,4.03,30,EVgo,22,Type 2,2018,Yes,4.4,5,Quarterly,Seoul,low
EVS01395,AC Level 2,0.15,9:00-18:00,15.74,81,Greenlots,150,"CHAdeMO, Type 2",2018,Yes,4.5,8,Annually,Sydney,high
EVS01419,AC Level 1,0.34,24/7,4.93,36,EVgo,22,Type 2,2012,Yes,3.1,8,Quarterly,Bangkok,low
EVS01537,AC Level 1,0.45,24/7,17.25,49,EVgo,350,Tesla,2018,Yes,4.8,1,Annually,Los Angeles,low
EVS01544,DC Fast Charger,0.28,24/7,16.11,11,Greenlots,150,Tesla,2019,Yes,4.1,1,Annually,Dubai,low
EVS01739,AC Level 2,0.33,9:00-18:00,19.42,12,Greenlots,350,"Tesla, CCS",2021,No,4.9,6,Quarterly,Toronto,low
EVS02198,AC Level 2,0.15,6:00-22:00,13.89,12,Greenlots,50,"CCS, Tesla",2014,No,4.8,6,Annually,Chicago,low
EVS02414,DC Fast Charger,0.3,6:00-22:00,15.88,43,Ionity,150,CCS,2014,Yes,4.6,9,Quarterly,Beijing,low
EVS03129,AC Level 2,0.41,6:00-22:00,12.7,87,EVgo,22,CCS,2019,Yes,3.3,1,Monthly,Moscow,high
EVS03537,AC Level 1,0.38,24/7,16.24,60,Greenlots,50,CCS,2018,Yes,4.0,1,Quarterly,Chicago,high
EVS03545,AC Level 2,0.27,9:00-18:00,13.03,55,Ionity,350,"CHAdeMO, Tesla",2021,Yes,3.1,10,Annually,Chicago,high
EVS03874,AC Level 1,0.45,9:00-18:00,7.86,80,ChargePoint,22,CHAdeMO,2021,Yes,4.0,9,Annually,Los Angeles,high
EVS04125,AC Level 1,0.15,24/7,12.07,17,ChargePoint,350,"Tesla, CHAdeMO",2020,No,4.6,4,Annually,Chicago,low
EVS04382,AC Level 2,0.24,9:00-18:00,6.8,71,ChargePoint,50,"CHAdeMO, CCS",2019,No,3.0,5,Monthly,Chicago,high
EVS04594,AC Level 1,0.36,9:00-18:00,5.46,70,EVgo,150,CCS,2019,No,3.0,3,Annually,Moscow,high
EVS04620,AC Level 2,0.45,6:00-22:00,8.46,54,Greenlots,22,CCS,2012,Yes,3.2,8,Annually,Berlin,high
EVS04693,AC Level 1,0.11,9:00-18:00,2.63,17,Tesla,22,"Type 2, Tesla",2010,Yes,4.1,4,Quarterly,Seoul,low
EVS00060,AC Level 2,0.3,9:00-18:00,6.78,26,Tesla,22,Tesla,2010,Yes,3.1,4,Monthly,Chicago,low
EVS00074,AC Level 1,0.23,24/7,14.31,80,Ionity,350,"Type 2, CHAdeMO",2018,No,4.7,10,Monthly,Beijing,high
EVS00653,AC Level 2,0.13,6:00-22:00,6.44,91,Tesla,50,Type 2,2010,No,4.0,6,Annually,San Francisco,high
EVS01026,AC Level 1,0.14,6:00-22:00,16.63,67,EVgo,350,"CHAdeMO, Type 2",2013,No,4.3,5,Monthly,Berlin,high
EVS01089,AC Level 1,0.37,6:00-22:00,5.61,50,ChargePoint,22,"Type 2, CHAdeMO",2016,No,4.0,9,Annually,Los Angeles,high
EVS01239,DC Fast Charger,0.44,24/7,8.12,69,Ionity,50,CCS,2013,Yes,4.8,2,Quarterly,Seoul,high
EVS01668,AC Level 2,0.49,6:00-22:00,17.52,78,Greenlots,50,CHAdeMO,2022,Yes,3.7,5,Annually,Berlin,high
EVS01696,AC Level 1,0.34,6:00-22:00,8.64,91,ChargePoint,22,CHAdeMO,2014,Yes,4.9,4,Annually,Moscow,high
EVS01738,DC Fast Charger,0.28,9:00-18:00,4.81,26,Greenlots,350,"CHAdeMO, Tesla",2022,Yes,4.2,9,Monthly,Mexico City,low
EVS01827,AC Level 1,0.15,24/7,8.77,90,Greenlots,350,Type 2,2013,Yes,3.8,8,Annually,Berlin,high
EVS01852,DC Fast Charger,0.45,6:00-22:00,2.34,77,EVgo,150,"CCS, Type 2",2023,No,4.2,10,Annually,Mexico City,high
EVS01853,AC Level 2,0.17,6:00-22:00,15.68,74,ChargePoint,350,"CCS, Type 2",2012,No,4.8,5,Annually,Sydney,high
EVS01965,AC Level 1,0.31,6:00-22:00,11.73,38,ChargePoint,150,Tesla,2014,No,3.7,5,Annually,Bangkok,low
EVS02027,DC Fast Charger,0.21,9:00-18:00,13.27,59,Ionity,350,Tesla,2023,No,4.8,8,Annually,São Paulo,high
EVS02175,AC Level 1,0.37,9:00-18:00,7.01,83,Tesla,350,"CHAdeMO, Type 2",2018,No,4.0,8,Quarterly,Berlin,high
EVS02455,DC Fast Charger,0.37,9:00-18:00,10.81,59,Ionity,50,Type 2,2019,No,4.4,1,Monthly,Mexico City,high
EVS02963,AC Level 2,0.4,9:00-18:00,9.58,73,Greenlots,50,"Tesla, CHAdeMO",2019,Yes,4.9,7,Quarterly,San Francisco,high
EVS03052,AC Level 1,0.37,6:00-22:00,7.3,66,ChargePoint,50,"Type 2, CHAdeMO",2016,No,4.6,1,Monthly,Moscow,high
EVS03092,AC Level 1,0.49,6:00-22:00,5.16,17,Tesla,150,Type 2,2013,No,4.0,2,Quarterly,Dubai,low
EVS03479,AC Level 1,0.45,6:00-22:00,1.63,52,Ionity,50,"Type 2, CCS",2013,No,3.8,8,Annually,São Paulo,high
EVS03522,AC Level 2,0.1,24/7,4.88,26,Greenlots,350,"CCS, CHAdeMO",2020,No,4.8,3,Quarterly,Chicago,low
EVS03670,AC Level 2,0.37,24/7,16.82,70,ChargePoint,150,"CHAdeMO, CCS",2013,No,4.3,6,Quarterly,Mumbai,high
EVS03682,AC Level 1,0.36,9:00-18:00,3.65,82,Greenlots,50,"Type 2, Tesla",2023,Yes,4.0,1,Monthly,Chicago,high
EVS03769,AC Level 2,0.12,24/7,3.13,94,Tesla,150,"CCS, Type 2",2012,Yes,3.9,8,Monthly,Los Angeles,high
EVS04310,AC Level 2,0.43,24/7,5.19,77,Tesla,50,"Tesla, CHAdeMO",2023,Yes,3.2,4,Quarterly,Mumbai,high
EVS04584,AC Level 2,0.31,6:00-22:00,8.46,48,ChargePoint,150,CCS,2021,No,3.6,8,Monthly,Cape Town,low
EVS04585,DC Fast Charger,0.31,6:00-22:00,1.71,77,ChargePoint,350,"CCS, CHAdeMO",2010,Yes,3.8,5,Quarterly,Los Angeles,high
EVS04769,DC Fast Charger,0.32,24/7,2.7,82,ChargePoint,22,Tesla,2018,No,4.1,7,Annually,San Francisco,high
EVS00197,AC Level 1,0.36,24/7,14.41,31,Tesla,50,"CHAdeMO, Tesla",2011,Yes,3.5,7,Monthly,Moscow,low
EVS00307,AC Level 1,0.24,6:00-22:00,12.41,49,EVgo,350,"Type 2, CHAdeMO",2014,No,3.5,10,Monthly,Mexico City,low
EVS00315,AC Level 2,0.19,6:00-22:00,10.08,36,Ionity,50,"CCS, Type 2",2015,Yes,3.3,3,Annually,Mumbai,low
EVS00585,AC Level 2,0.39,24/7,3.14,80,Tesla,50,"CCS, Tesla",2010,No,4.9,6,Quarterly,Toronto,high
EVS01015,AC Level 2,0.49,9:00-18:00,14.12,40,Tesla,22,"CCS, Type 2",2019,Yes,4.3,7,Quarterly,Seoul,low
EVS01016,AC Level 1,0.42,9:00-18:00,6.86,61,ChargePoint,22,"Tesla, CCS",2012,Yes,4.9,3,Monthly,Mumbai,high
EVS01042,DC Fast Charger,0.39,9:00-18:00,13.09,29,ChargePoint,50,"CCS, CHAdeMO",2013,No,4.7,6,Annually,Beijing,low
EVS01676,AC Level 2,0.21,6:00-22:00,16.36,12,EVgo,150,"CHAdeMO, Type 2",2020,No,4.8,9,Monthly,São Paulo,low
EVS02015,AC Level 1,0.27,24/7,12.1,66,Greenlots,50,Tesla,2011,Yes,5.0,10,Quarterly,Cape Town,high
EVS02298,AC Level 1,0.41,9:00-18:00,12.83,92,Greenlots,50,"Type 2, CCS",2021,No,3.1,3,Annually,Moscow,high
EVS02646,AC Level 1,0.25,9:00-18:00,3.19,39,EVgo,350,CCS,2016,No,3.1,5,Quarterly,Berlin,low
EVS02740,AC Level 2,0.45,6:00-22:00,3.95,63,Ionity,150,"Type 2, Tesla",2018,No,4.2,4,Quarterly,Sydney,high
EVS02754,DC Fast Charger,0.45,24/7,10.38,61,Tesla,50,"Type 2, CHAdeMO",2012,Yes,4.2,6,Annually,Berlin,high
EVS02932,AC Level 1,0.16,9:00-18:00,3.72,31,EVgo,22,Type 2,2020,Yes,3.5,10,Quarterly,Mexico City,low
EVS03037,AC Level 2,0.33,6:00-22:00,1.6,28,Greenlots,22,Tesla,2016,No,4.2,10,Annually,Moscow,low
EVS03292,AC Level 1,0.24,6:00-22:00,4.47,10,Tesla,22,CCS,2018,No,4.2,4,Annually,Dubai,low
EVS03338,AC Level 1,0.35,9:00-18:00,16.66,63,Greenlots,50,CHAdeMO,2015,Yes,3.6,6,Monthly,Bangkok,high
EVS03604,DC Fast Charger,0.42,6:00-22:00,9.89,32,ChargePoint,150,CCS,2011,Yes,3.1,3,Quarterly,Dubai,low
EVS03620,AC Level 1,0.1,24/7,17.2,65,EVgo,350,CHAdeMO,2023,Yes,3.6,10,Quarterly,Sydney,high
EVS03712,AC Level 1,0.41,9:00-18:00,17.31,83,Greenlots,50,"CCS, Type 2",2021,No,3.5,4,Monthly,São Paulo,high
EVS03715,AC Level 2,0.34,6:00-22:00,16.79,13,Ionity,150,"CCS, CHAdeMO",2019,Yes,3.2,4,Annually,Berlin,low
EVS03723,AC Level 2,0.13,24/7,4.06,92,Greenlots,350,"CHAdeMO, Type 2",2013,No,4.0,5,Quarterly,Sydney,high
EVS04108,AC Level 1,0.14,6:00-22:00,4.51,39,Ionity,350,CHAdeMO,2022,Yes,3.2,6,Quarterly,Moscow,low
EVS04434,DC Fast Charger,0.29,6:00-22:00,18.8,64,Greenlots,150,Type 2,2018,No,3.6,6,Monthly,Bangkok,high
EVS04640,AC Level 1,0.38,6:00-22:00,9.79,54,Tesla,150,"CHAdeMO, Type 2",2016,Yes,3.6,6,Quarterly,San Francisco,high
